condition,p_coverage,run_id,cascade_fraction,contained,time_to_steady_state
C6,0.1000,14,0.000200,1,1
C6,0.1000,15,0.659600,0,84
C6,0.1000,16,0.876000,0,86
C6,0.1000,17,0.826800,0,96
C6,0.1000,18,0.000200,1,1
C6,0.1000,19,0.674000,0,106
C6,0.1000,20,0.723000,0,97
C6,0.1000,21,0.916600,0,96
C6,0.1000,22,0.000200,1,1
C6,0.1000,23,0.146600,0,85
C6,0.1000,24,0.000200,1,1
C6,0.1000,25,0.339000,0,88
C6,0.1000,26,0.000200,1,1
C6,0.1000,27,0.000200,1,1
C6,0.1000,28,0.613400,0,89
C6,0.1000,29,0.117400,0,73
C6,0.1000,30,0.719800,0,108
C6,0.1000,31,0.263000,0,91
C6,0.1000,32,0.822600,0,103
C6,0.1000,33,0.747600,0,87
C6,0.1000,34,0.925400,0,103
C6,0.1000,35,0.821600,0,106
C6,0.1000,36,0.484000,0,115
C6,0.1000,37,0.794600,0,91
C6,0.1000,38,0.216400,0,93
C6,0.1000,39,0.865400,0,95
C6,0.1000,40,0.647400,0,111
C6,0.1000,41,0.910200,0,96
C6,0.1000,42,0.141600,0,93
C6,0.1000,43,0.873400,0,101
C6,0.1000,44,0.477000,0,79
C6,0.1000,45,0.873800,0,103
C6,0.1000,46,0.772600,0,87
C6,0.1000,47,0.686800,0,83
C6,0.1000,48,0.373400,0,77
C6,0.1000,49,0.000200,1,1
C6,0.1000,50,0.000200,1,1
C6,0.1000,51,0.000200,1,1
C6,0.1000,52,0.561200,0,91
C6,0.1000,53,0.030000,1,59
C6,0.1000,54,0.845400,0,93
C6,0.1000,55,0.453000,0,104
C6,0.1000,56,0.806000,0,88
C6,0.1000,57,0.445600,0,90
C6,0.1000,58,0.870600,0,99
C6,0.1000,59,0.843200,0,90
C6,0.1000,60,0.839800,0,101
C6,0.1000,61,0.800200,0,106
C6,0.1000,62,0.117800,0,81
C6,0.1000,63,0.719800,0,96
C6,0.1000,64,0.462200,0,93
C6,0.1000,65,0.450800,0,99
C6,0.1000,66,0.874400,0,99
C6,0.1000,67,0.812800,0,90
C6,0.1000,68,0.000200,1,1
C6,0.1000,69,0.000200,1,1
C6,0.1000,70,0.000200,1,1
C6,0.1000,71,0.735600,0,97
C6,0.1000,72,0.000200,1,1
C6,0.1000,73,0.317600,0,69
C6,0.1000,74,0.367800,0,86
C6,0.1000,75,0.803600,0,95
C6,0.1000,76,0.931600,0,92
C6,0.1000,77,0.000200,1,1
C6,0.1000,78,0.886600,0,97
C6,0.1000,79,0.503600,0,99
C6,0.1000,80,0.735200,0,102
C6,0.1000,81,0.796000,0,109
C6,0.1000,82,0.832200,0,81
C6,0.1000,83,0.447600,0,87
C6,0.1000,84,0.619000,0,104
C6,0.1000,85,0.624400,0,93
C6,0.1000,86,0.563600,0,98
C6,0.1000,87,0.576800,0,93
C6,0.1000,88,0.438400,0,86
C6,0.1000,89,0.717000,0,104
C6,0.1000,90,0.726000,0,88
C6,0.1000,91,0.875000,0,98
C6,0.1000,92,0.000200,1,1
C6,0.1000,93,0.000200,1,1
C6,0.1000,94,0.703200,0,97
C6,0.1000,95,0.000200,1,1
C6,0.1000,96,0.000200,1,1
C6,0.1000,97,0.621600,0,79
C6,0.1000,98,0.564200,0,84
C6,0.1000,99,0.889000,0,92
C6,0.1200,0,0.000200,1,1
C6,0.1200,1,0.000200,1,1
C6,0.1200,2,0.569400,0,86
C6,0.1200,3,0.909400,0,75
C6,0.1200,4,0.681800,0,84
C6,0.1200,5,0.716800,0,78
C6,0.1200,6,0.586200,0,79
C6,0.1200,7,0.000200,1,1
C6,0.1200,8,0.850800,0,85
C6,0.1200,9,0.000200,1,1
C6,0.1200,10,0.429600,0,73
C6,0.1200,11,0.617400,0,85
C6,0.1200,12,0.711200,0,86
C6,0.1200,13,0.000200,1,1
C6,0.1200,14,0.442200,0,92
C6,0.1200,15,0.351200,0,77
C6,0.1200,16,0.793600,0,73
C6,0.1200,17,0.537200,0,76
C6,0.1200,18,0.678600,0,89
C6,0.1200,19,0.000200,1,1
C6,0.1200,20,0.000200,1,1
C6,0.1200,21,0.565200,0,81
C6,0.1200,22,0.000200,1,1
C6,0.1200,23,0.790200,0,75
C6,0.1200,24,0.899200,0,87
C6,0.1200,25,0.616400,0,85
C6,0.1200,26,0.523000,0,73
C6,0.1200,27,0.000200,1,1
C6,0.1200,28,0.926800,0,92
C6,0.1200,29,0.000200,1,1
C6,0.1200,30,0.721600,0,79
C6,0.1200,31,0.000200,1,1
C6,0.1200,32,0.141600,0,70
C6,0.1200,33,0.171400,0,74
C6,0.1200,34,0.895600,0,82
C6,0.1200,35,0.104800,0,71
C6,0.1200,36,0.737200,0,77
C6,0.1200,37,0.806800,0,76
C6,0.1200,38,0.425200,0,92
C6,0.1200,39,0.901000,0,77
C6,0.1200,40,0.792600,0,82
C6,0.1200,41,0.893400,0,91
C6,0.1200,42,0.406600,0,76
C6,0.1200,43,0.766000,0,86
C6,0.1200,44,0.000200,1,1
C6,0.1200,45,0.452200,0,78
C6,0.1200,46,0.526600,0,80
C6,0.1200,47,0.817800,0,96
C6,0.1200,48,0.000200,1,1
C6,0.1200,49,0.000200,1,1
C6,0.1200,50,0.370000,0,74
C6,0.1200,51,0.000200,1,1
C6,0.1200,52,0.665400,0,72
C6,0.1200,53,0.502800,0,84
C6,0.1200,54,0.681600,0,78
C6,0.1200,55,0.000200,1,1
C6,0.1200,56,0.000200,1,1
C6,0.1200,57,0.727400,0,87
C6,0.1200,58,0.793400,0,90
C6,0.1200,59,0.771200,0,75
C6,0.1200,60,0.000200,1,1
C6,0.1200,61,0.259200,0,73
C6,0.1200,62,0.717200,0,78
C6,0.1200,63,0.446800,0,75
C6,0.1200,64,0.436800,0,71
C6,0.1200,65,0.437600,0,75
C6,0.1200,66,0.561400,0,74
C6,0.1200,67,0.154000,0,71
C6,0.1200,68,0.785400,0,81
C6,0.1200,69,0.690200,0,86
C6,0.1200,70,0.000200,1,1
C6,0.1200,71,0.403400,0,88
C6,0.1200,72,0.875800,0,89
C6,0.1200,73,0.838400,0,87
C6,0.1200,74,0.614000,0,88
C6,0.1200,75,0.374600,0,69
C6,0.1200,76,0.863400,0,79
C6,0.1200,77,0.888200,0,77
C6,0.1200,78,0.882600,0,82
C6,0.1200,79,0.469000,0,65
C6,0.1200,80,0.394000,0,86
C6,0.1200,81,0.431000,0,75
C6,0.1200,82,0.000200,1,1
C6,0.1200,83,0.564200,0,86
C6,0.1200,84,0.916400,0,88
C6,0.1200,85,0.885600,0,68
C6,0.1200,86,0.445400,0,90
C6,0.1200,87,0.440000,0,75
C6,0.1200,88,0.000200,1,1
C6,0.1200,89,0.000200,1,1
C6,0.1200,90,0.000200,1,1
C6,0.1200,91,0.000200,1,1
C6,0.1200,92,0.759400,0,91
C6,0.1200,93,0.000200,1,1
C6,0.1200,94,0.885800,0,82
C6,0.1200,95,0.539600,0,101
C6,0.1200,96,0.689200,0,95
C6,0.1200,97,0.783800,0,74
C6,0.1200,98,0.868200,0,86
C6,0.1200,99,0.000200,1,1
C6,0.1400,0,0.555200,0,73
C6,0.1400,1,0.000200,1,1
C6,0.1400,2,0.742200,0,71
C6,0.1400,3,0.499400,0,62
C6,0.1400,4,0.000200,1,1
C6,0.1400,5,0.554400,0,56
C6,0.1400,6,0.603400,0,65
C6,0.1400,7,0.000200,1,1
C6,0.1400,8,0.619000,0,85
C6,0.1400,9,0.506400,0,73
C6,0.1400,10,0.102200,0,51
C6,0.1400,11,0.000200,1,1
C6,0.1400,12,0.000200,1,1
C6,0.1400,13,0.633800,0,70
C6,0.1400,14,0.850600,0,63
C6,0.1400,15,0.301000,0,56
C6,0.1400,16,0.351400,0,58
C6,0.1400,17,0.556600,0,79
C6,0.1400,18,0.354400,0,60
C6,0.1400,19,0.643600,0,74
C6,0.1400,20,0.726800,0,73
C6,0.1400,21,0.370400,0,67
C6,0.1400,22,0.175000,0,53
C6,0.1400,23,0.828600,0,74
C6,0.1400,24,0.000200,1,1
C6,0.1400,25,0.000200,1,1
C6,0.1400,26,0.796400,0,77
C6,0.1400,27,0.694000,0,69
C6,0.1400,28,0.469800,0,74
